problem,solution,answer,problem_type
"药材葛根来源于 。

A.气微，味甜而特殊
B.气微，味微甜，嚼之微有豆腥气
C.气辛香，味辛辣、麻舌
D.气微，味微苦而酸
E.香气浓郁，味苦、辛，稍麻舌，微回甜",$B$,B,single_choice
"制备胶剂时加入明矾的目的是 。

A.增加胶剂硬度
B.利于气泡逸散
C.沉淀胶液中泥土杂质
D.降低黏性
E.便于切割",$C$,C,single_choice
"既活血祛瘀，又止咳平喘的药是

A.川芎
B.丹参
C.桃仁
	5

D.白前
E.葶苈子",$C$,C,single_choice
"在患者入院、转科和出院时，药师通过核对新开的医嘱和已有的医嘱，比较患者目前的整体用药情况（包括处方药、非处方药、营养补充剂等）与医嘱是否一致，以保证患者用药安全的过程，称为

A.药物警戒
B.临方炮制
C.药物重整
D.药学咨询
E.药物整顿",$D$,D,single_choice
"二母宁嗽丸的主治是

A.痰火上扰
B.痰热阻肺
C.痰湿内阻
D.肺燥咳嗽
E.燥热蕴肺
	68
",$E$,E,single_choice
"与大活络丸联用应注意有毒药物“增量”的中成药是

A.复方丹参滴丸
B.天麻丸
C.牛黄降压片
D.天王补心丸
E.消瘿五海丸",$B$,B,single_choice
"某女，30岁。近几个月来，月经不按期来潮，或提前时或延后7天以上，连续3个周期以上者。应诊断为A月经先期
B.月经后期
C.月经先后无定期
D.月经过多
E.月经过少
参考答案：C
【解析】月经周期时或提前时或延后7天以上，连续3个周期以上者，称为“月经先后无定期”。又称“经水先后无定期”“月经愆期”“经乱”等。掌握“月经前后无定期”知识点。
14.月经先后无定期的发生与哪些脏腑的功能失调、血海蓄溢失常密切相关
	3
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台

A.肝、脾、心
B.肝、肾、脾
C.脾、肾、胃
D.心、肾、肝
E.心、脾、肾",$B$,B,single_choice
"对人体黏膜有刺激性的化合物是 。

A.黄酮苷
B.香豆素苷
C.皂苷
D.环烯醚萜苷
E.蒽醌苷",$C$,C,single_choice
"治疗宜选用的治法是

A.温胃散寒，行气止痛
B.消食导滞，和胃止痛
C.疏肝解郁，理气止痛
D.清化湿热，理气和胃
E.养阴益胃，和中止痛",$D$,D,single_choice
"紫花地丁的植物来源是 。

A.堇菜科
B.紫堇科
C.蔷薇科
D.罂粟科
E.毛茛科",$A$,A,single_choice
"石淋症见

A.小便频数短涩，灼热刺痛，尿色黄赤
B.排尿时突然中断，尿道窘迫疼，少腹拘急
C.小便热涩刺痛，尿色深红
D.郁怒之后，小便涩滞，淋沥不宣，少腹胀满
E.小便浑浊如米泔水，上有浮油，置之沉淀",$B$,B,single_choice
"木瓜的主治病证是

A.湿疹瘙痒
B.吐泻转筋
C.胃阴虚证
D.风湿热痹
E.跌打损伤",$B$,B,single_choice
"苷的结构特征是 。

A.糖与非糖物质通过糖的2位碳原子连接
B.糖与非糖物质通过糖的3位碳原子连接
C.糖与非糖物质通过糖的端基碳原子连接
D.糖与非糖物质通过糖的6位碳原子连接
E.糖与非糖物质通过糖的4位碳原子连接",$C$,C,single_choice
"心可舒胶囊除能活血化瘀外，又能

A.行气止痛
B.清心安神
C.养阴生津
D.祛风化痰
E.化痰通络",$A$,A,single_choice
"具有养心安神功效的藏药方剂是

A.洁白丸
B.八味沉香散
C.志嘎汗散
D.仁青常觉
E.七十味珍珠丸",$B$,B,single_choice
"清半夏的功能主要是 。

A.用于湿痰咳嗽，痰热内结
B.外用于疮痈肿毒
C.降逆止呕
D.健脾温胃、燥湿化痰
E.偏于祛寒痰，并能调和脾胃",$A$,A,single_choice
"治疗宜选用的治法是

A.疏肝解郁，行气散结
B.理气消积，活血散瘀
C.祛瘀软坚，扶正健脾
D.补益气血，活血化瘀
E.清热利湿，化瘀止痛",$B$,B,single_choice
"下列不宜切厚片的是 。

A.茯苓
B.山药
C.天花粉
D.槟榔
E.丹参",$D$,D,single_choice
"配伍后用于肝郁气滞之胸闷胁痛、痛经及月经不调的药物是

A.红花、桃仁
B.牛膝、苍术、黄柏
C.川芎、柴胡、香附
D.郁金、石菖蒲
E.丹参、虎杖",$C$,C,single_choice
"某女，72岁。耳聋突然发生，如吹风音，昼夜不停，耳部账闷不适，听力下降，伴有发热恶寒，鼻塞流涕，咽痒咳嗽。舌质红，苔薄黄，脉浮数。中医应辨证为

A.火毒上攻证
B.肝火上扰证
C.风热侵袭证
D.肾精亏损证
E.脾胃虚弱证",$C$,C,single_choice
"止咳平喘剂适用的病证有

A.风寒
B.肺热
C.燥邪
D.肺虚
E.肾不纳气",$A$,A,single_choice
"治宜采用的治法是

A.益气养阴，活血通脉
B.辛温散寒，宣通心阳
C.理气活血，通脉止痛
D.通阳泄浊，豁痰宣痹
E.益气活血，通脉止痛",$D$,D,single_choice
"四逆散的使用注意是

A.寒厥所致四肢不温者慎用
B.肝胃郁火、胃阴不足所致胃痛者慎用
C.阴虚火旺者慎用
D.脾胃虚寒胃痛者慎用
E.血热所致的肠风便血、痔疮者不宜使用",$A$,A,single_choice
"以下辅料能祛风通络、散寒、行药势的是 。

A.酒
B.醋
C.药汁
D.姜汁
E.盐水",$A$,A,single_choice
"患儿，2岁4个月。平素形体消瘦，面色萎黄，乏力食少，近日过食甜点后，进食更少，且稍食则饱胀，腹满喜按，大便溏、酸臭，夹有不消化食物，舌淡红，苔白腻，指纹淡滞。治疗应首选

A.保和丸
B.消乳丸
	3

C.健脾丸
D.八珍汤
E.肥儿丸",$C$,C,single_choice
"因寒凝血瘀而致痛经，首选方是

A.膈下逐瘀汤
B.血府逐瘀汤
C.少腹逐瘀汤
D.桃红四物汤
E.桂枝茯苓丸",$C$,C,single_choice
"《中国药典》已不收载的药材产地加工方法是 。

A.蒸煮烫
B.切片
C.熏硫
D.发汗
E.干燥",$C$,C,single_choice
"以上最易酸水解的是 。

A.氰苷
B.酯苷
C.碳苷
D.氮苷
E.硫苷",$D$,D,single_choice
"小青龙胶囊中为防止耗伤肺气，温燥伤津，故配伍

A.麻黄
B.干姜
C.细辛
D.赤芍
E.五味子",$E$,E,single_choice
"根据结构苷元进行分类，以下属于C型的人参皂苷是 。

A.人参皂苷Rg1
B.人参皂苷Ro
C.人参皂苷R
D.人参皂苷Rb1
E.人参皂苷Rf",$B$,B,single_choice
"桑白皮汤治疗喘证时，适用于

A.痰热壅肺证
B.肺肾阴虚证
C.风寒闭肺证
D.痰浊阻肺证
E.肾不纳气证",$A$,A,single_choice
"以下关于鞣质的说法错误的是 。

A.具有吸湿性
B.易被氧化
C.可与蛋白质作用
D.可采用聚酰胺吸附法除去
E.利用与重金属反应制造蓝黑墨水",$E$,E,single_choice
"对真寒假热应采用的治疗方法是

A.热因热用
B.寒因寒用
C.塞因塞用
D.通因通用
E.虚则补之",$A$,A,single_choice
"瘾疹风寒束表证的临床表现是

A.风团鲜红，灼热剧痒，伴发热恶寒，咽喉肿痛
B.风团大片色红，瘙痒剧烈，伴有脘腹疼痛，恶心呕吐
C.风团反复发作，迁延日久，伴心烦易怒，手足心热
D.风团色白，遇寒加重，伴恶寒，口不渴
E.丘疹色红，有脓疱，伴口渴喜饮，大便秘结",$D$,D,single_choice
"四妙丸的组成不包括

A.黄柏
B.苍术
C.薏苡仁
D.茯苓
E.牛膝",$D$,D,single_choice
"青黛粉末火烧时 。

A.产生特有香气
B.绿色火焰
C.蓝色火焰
D.产生爆鸣声
E.紫红色烟雾",$E$,E,single_choice
"中医应辨证为

A.心脾两虚证
B.心阳不振证
C.瘀阻心脉证
D.阴虚火旺证
E.心血不足证",$B$,B,single_choice
"其治法是

A.理气消积，活血散瘀
B.祛瘀软坚，扶正健脾
C.理气化痰，导滞散结
D.补益气血，活血化瘀
E.疏肝解郁，行气散结",$B$,B,single_choice
"“银皮”是下列哪种药材的鉴别特征 。

A.麝香
B.鹿茸
C.鸡内金
D.牛黄
E.僵蚕",$A$,A,single_choice
"微球属于靶向制剂的类型是 。

A.磁性靶向
B.热敏感靶向
C.主动靶向
D.被动靶向
E.物理化学靶向",$D$,D,single_choice
"患儿，8个月。因一次食入2个鸡蛋，并饮用一大杯牛奶而致呕吐，呕吐物见有不消化食物，且有酸腐味。
不思进食，腹胀，啼哭不安，大便酸臭，舌苔厚腻。其诊断是

A.厌食
B.积滞
C.呕吐
D.疳积
E.腹痛",$B$,B,single_choice
"具有促肾上腺皮质激素样生物活性的甘草次酸类型是 。

A.8-αH型
B.18-αH型
C.16-αH型
D.18-βH型
E.8-βH型",$D$,D,single_choice
"蒙医理论认为，用药期间需忌用的饮食有

A.浓茶
B.猪肉
C.山羊肉
D.荞麦
E.青稞酒",$A$,A,single_choice
"酒黄芩的作用是 。

A.滋阴补血
B.引药上行，清上焦热
C.活血化瘀
D.增强补肝肾作用
E.酸涩收敛",$B$,B,single_choice
"治疗气血虚弱型痛经的最佳选方是

A.圣愈汤
B.举元煎
C.补中益气汤
D.大补元煎
E.归脾汤
	7
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台",$A$,A,single_choice
"治宜选用的方剂是

A.柴胡疏肝散
B.济川煎
C.一贯煎
D.玉女煎
E.血府逐瘀汤",$C$,C,single_choice
"以下含氢氯噻嗪的中成药是

A.冠通片
B.新癀片
C.脂降宁
D.脉络通
E.珍菊降压片",$E$,E,single_choice
"患者经量素少，色黯淡，质稀伴腰膝酸软，头晕耳鸣，足跟痛，小腹冷，舌淡，脉沉迟。治疗可选用的中成药有

A.巴戟口服液
B.八珍益母丸
C.益母草颗粒
D.十全大补丸
E.柴胡疏肝散",$A$,A,single_choice
"附子与肉桂均有的功效是

A.补火助阳
B.散寒止痛
C.回阳救逆
D.温通经脉
E.引火归元",$A$,A,single_choice
"脾肾阳虚所致的泄泻宜选用

A.玉屏风胶囊
B.缩泉丸
C.金锁固精丸
D.四神丸
E.固本益肠片",$E$,E,single_choice
"糖尿病患儿禁服的是

A.清宣止咳颗粒
B.小儿咽扁颗粒
C.儿感清口服液
D.小儿咳喘灵颗粒
E.小儿热速清口服液",$A$,A,single_choice
"载药730种的是 。

A.《本草纲目》
B.《本草纲目拾遗》
C.《新修本草》
D.《经史证类备急本草》
E.《本草经集注》",$E$,E,single_choice
"乌鸡白凤丸治疗妇女气血不足，月经不调时，为增强乌鸡白凤丸养血调经之功，常配伍

A.金匮肾气丸
B.妇科千金片
C.附子理中丸
D.香砂六君丸
E.八珍益母丸",$D$,D,single_choice
"半夏天麻丸的功能是

A.散结消瘿
B.逐痰降火
C.燥湿化痰、理气和胃
D.清热化痰，止咳
E.健脾祛湿、化痰熄风",$E$,E,single_choice
"当归炒炭能起到 。

A.泻下作用峻烈
B.泻下作用极微，有止血作用
C.泻下稍缓，清上焦实热
D.泻下作用缓和，减轻腹痛，增强活血祛瘀功效
E.缓泻而不伤气，逐瘀而不败正",$C$,C,single_choice
"红花在贮存中容易发生

A.风化
B.潮解
C.虫蛀
D.变色
E.气味散失",$D$,D,single_choice
"根据八纲辨证，该证属于

A.实证
B.虚证
C.表证
D.阳证
E.寒证",$B$,B,single_choice
"以下药名中不属于道地药材的是 。

A.三颗针
B.茯苓
C.花茵陈
D.太子参
E.山茱萸",$D$,D,single_choice
"风热犯肺型咳嗽，治疗可选用的中成药是

A.通宣理肺丸
B.急支糖浆
C.二母宁嗽丸
D.复方鲜竹沥液
E.百合固金丸
	57
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台",$B$,B,single_choice
"宜用姜炙的是 。

A.滋阴降火
B.缓和药性
C.增强补脾益气作用
D.增强润肺止咳的作用
E.长于托毒生肌",$D$,D,single_choice
"性温能活血，而血热及阴虚有火者不宜单用的是

A.艾叶
B.三七
C.白及
D.棕榈炭
E.炮姜",$B$,B,single_choice
"具有滋阴清热，解毒消肿功能的是

A.清咽滴丸
B.栀子金花丸
C.黄氏响声丸
D.口炎清颗粒
E.锡类散",$D$,D,single_choice
"中医应辨证为

A.肝气郁结证
B.痰气郁结证
C.心神失养证
D.心脾两虚证
E.心火亢盛证",$C$,C,single_choice
"下列哪项不是茯苓的性状特征 。

A.呈类球形、椭圆形、扁圆形或不规则团块
B.外皮棕褐色至黑褐色，粗糙，有明显皱纹
C.体轻，能浮于水面
D.断面内部白色，少数淡红色
E.嚼之粘牙",$C$,C,single_choice
"胃，又称胃脘，分上、中、下三部。上部称上脘，包括贲门部分；中部称中脘，即胃体部分；下部称下脘，包括幽门部分。以下关于胃的生理功能的表述，说法错误的是

A.胃的主要生理功能是受纳与腐熟水谷，胃以通降为和
B.饮食入口，经过食管，容纳于胃，故称胃为“太仓”“阳脉之海”
C.胃与脾相互络属，故为表里
D.水谷精微部分经脾的运化而营养全身，故称脾胃为“后天之本”
E.脾胃对饮食水谷的消化功能，又常概括为“胃气”",$A$,A,single_choice
"具有升浮与沉降二向性的药是 。

A.鹤草芽
B.胖大海
C.天花粉
D.蔓荆子
E.马齿苋",$B$,B,single_choice
"下列关于四逆汤中炙甘草的作用正确的是

A.温中散寒
B.益气安中
C.缓附、姜之峻
D.解附片之毒
E.有护阴之功",$B$,B,single_choice
"该病应属哪项脏腑功能失常所致

A.肝主疏泄
B.肺主治节
C.心主血脉
D.心主神志
E.脾主升清",$B$,B,single_choice
"在片剂制备中硬脂酸镁可作为 。

A.湿润剂
B.润滑剂
C.吸收剂
D.稀释剂
E.干燥黏合剂",$B$,B,single_choice
"大黄不具有的功效是

A.活血化瘀
B.利尿通淋
C.泻下攻积
D.清热泻火
E.凉血解毒",$B$,B,single_choice
"气孔特异，保卫细胞侧面观呈哑铃状的药材是 。

A.广藿香
B.石斛
C.穿心莲
D.麻黄
E.薄荷",$D$,D,single_choice
"人参被称为“艼”的部位是 。

A.支根
B.主根
C.不定根
D.块根
E.根茎",$C$,C,single_choice
"醋的作用不包括 。

A.行水解毒
B.矫臭矫味
C.散瘀止痛
D.理气止痛
E.疏肝健脾",$E$,E,single_choice
"麝香主要有效成分是 。

A.GregoryPascoe反应
B.Hammarsten反应
C.Gibb’s反应
D.Emerson反应
E.Feigl反应",$B$,B,single_choice
"主治是寒湿闭阻经络所致的痹病的是

A.颈复康颗粒
B.风湿骨痛丸
C.四妙丸
D.痛风定胶囊
E.独活寄生合剂",$B$,B,single_choice
"气血虚弱而致痛经，经期最佳治法是

A.清热除湿，化瘀止痛
B.温经散寒，化瘀止痛
C.健脾益气，养血调经
D.益气养血，调经止痛
E.滋肾益精，养血止痛",$D$,D,single_choice
"连续使用罂粟壳以及含罂粟壳的中成药易致成瘾的案例，属于

A.副作用
B.毒性作用
C.后遗作用
D.药物依赖性
E.变态反应",$D$,D,single_choice
"虎杖的主治病证不包括

A.跌打损伤
B.肝郁气滞
C.湿热黄疸
D.毒蛇咬伤
E.肺热咳嗽",$B$,B,single_choice
"有关浸出制剂叙述不正确的是 。

A.用适当溶剂和方法，提取药材中有效部位（成分）而制成的供内服或外用的一类制剂
B.可体现方药复合成分的综合疗效
C.以水为溶剂时，多用渗漉法、回流法制备
D.服用剂量较小，使用方便，但某些制剂稳定性较差
E.部分浸出制剂可作其他制剂的原料",$C$,C,single_choice
"《新修本草》是哪个时期的代表作 。

A.魏朝
B.汉朝
C.隋唐朝
D.宋朝
E.元朝",$C$,C,single_choice
"按照苷的分类，苦杏仁苷属于 。

A.氰苷
B.硫苷
C.碳苷
D.氮苷
E.腺苷",$A$,A,single_choice
"某女，45岁。午后发热，自觉身体某些部位发热，口燥咽干，但不欲多饮，肢体疼痛，面色萎黄，舌有瘀点，脉弦。辨证应属

A.阴虚发热证
B.气虚发热证
C.血虚发热证
D.血瘀发热证
E.气郁发热证",$D$,D,single_choice
"此剂型的分类不包括 。

A.直肠栓
B.眼用栓
C.阴道栓
D.鼻腔栓
E.尿道栓",$B$,B,single_choice
"中医应辨证为

A.肺卫不固证
B.心血不足证
C.阴虚火旺证
D.邪热郁蒸证
E.中焦湿热证",$D$,D,single_choice
"膏淋者，其最佳选方是

A.八正散
B.知柏地黄丸
C.程氏萆薢分清饮
D.导赤散
E.苍术难名丹",$C$,C,single_choice
"头摇不能自主的，多属

A.虚证
B.热证
C.实证
D.寒证
E.风证",$A$,A,single_choice
"全方配伍，体现三补三泻，共奏滋阴补肾之功的是

A.四物合剂
B.六味地黄丸
C.知柏地黄丸
D.杞菊地黄丸
E.麦味地黄丸",$B$,B,single_choice
"既除热止汗，又益气的药是

A.石榴皮
B.五倍子
C.金樱子
D.五味子
E.浮小麦",$E$,E,single_choice
"某妇人月经错后，经量少，色暗淡，质清稀，腰膝酸软，头晕耳鸣，面色晦暗，舌淡，苔薄白，脉沉细。
应选方

A.生化汤
B.归肾丸
C.温经汤
D.乌药汤
E.大补元煎",$B$,B,single_choice
"关于蒽醌类衍生物酸性强弱的说法，正确的是 。

A.酚羟基越多，酸性越强
B.氨基越多，酸性越强
C.芳基越多，酸性越强
D.甲基越多，酸性越强
E.甲氧基越多，酸性越强",$A$,A,single_choice
"莪术油注射液常作为抗病毒药应用于临床，其主要不良反应为 。

A.倦怠、乏力、纳差
B.引起低血压和心动过缓
C.过敏反应、致粒细胞减少、剥脱性皮炎
D.急性血管内溶血
E.过敏样反应、呼吸困难、过敏性休克",$E$,E,single_choice
"核桃仁的功效是

A.补肾，益精，缩尿
B.补肾，润肺，明目
C.补肾，清火，滋阴
D.补肾，活血，续伤
E.补肾，温肺，润肠",$E$,E,single_choice
"患者经来先后无定期，经量或多或少，色黯红，夹有血块，经行胸胁乳房少腹胀痛，脘闷不舒，时叹息，嗳气，纳差，苔薄白，脉弦。最佳选方是

A.丹栀逍遥散
B.一贯煎
C.逍遥散
D.定经汤
E.归脾汤",$C$,C,single_choice
"自然铜的功效是

A.散瘀止痛，接骨疗伤
B.活血通经，下乳消肿，利尿通淋
C.破血祛瘀，杀虫
D.活血止痛，化瘀止血，解蛇虫毒
E.活血散结，通经下乳，消肿排脓",$A$,A,single_choice
"根据渗透压原理制成的控释制剂为 。

A.胃驻留控释制剂
B.溶蚀性骨架片
C.膜控释小丸
D.渗透泵片
E.磁性微球",$D$,D,single_choice
"蛤蚧的辅料一般有 。

A.黄酒、麻油
B.米醋、黑豆汁
C.胆矾、姜汁
D.甘草汁、黄酒
E.豆腐、胆矾",$A$,A,single_choice
"患者的辨证当属

A.肝火上炎
B.冲任失调
C.痰凝气滞
D.胆经有热
E.风热蕴肺",$E$,E,single_choice
"患儿，5岁。3个月前曾患肺炎，病愈后一直不思进食，食而不化，大便稀薄，夹有不消化食物，形体较瘦，乏力肢倦，舌质淡，苔薄白。治疗应首选

A.肥儿丸
B.枳术丸
C.异功散
D.保和丸
E.四君子汤",$C$,C,single_choice
"治疗宜选用的治法是

A.滋养脾肾，佐以潜阳
B.滋肾养肝，佐以潜阳
C.补脾摄血，引血调经
D.滋养肝肾，佐以潜阳
E.健脾补气，引血调经",$C$,C,single_choice
"通过复制法，可增强疗效的药物是 。

A.桃仁
B.半夏
C.紫河车
D.白附子
E.天南星",$D$,D,single_choice
"中药丹参中抗脑缺血的醌类成分是 。

A.菲醌类
B.蒽醌类
C.萘醌类
D.苯醌类
E.二蒽醌类",$A$,A,single_choice
"患者低热，热势随情绪而起伏，精神抑郁，胁肋胀满，烦躁易怒，口干而苦，舌质红，苔黄，脉弦数。治疗宜选用的治法是

A.益气健脾，甘温除热
B.滋阴清热，益胃生津
C.疏肝理气，解郁泻热
D.活血化瘀，除烦止渴
E.理气消积，活血化瘀",$C$,C,single_choice
"小儿咽扁颗粒的治疗病证不包括

A.喉痹
B.乳蛾
C.急性咽炎
D.急性扁桃体炎
E.急性支气管炎",$E$,E,single_choice
"断面不平坦，有裂隙，纤维性，黄绿色或淡黄白色的是 。

A.东北
B.山西
C.内蒙古
D.河北安国
E.云南",$E$,E,single_choice
"孙氏首重医德，序例中著有“大医习业”“大医精诚”两篇专论的方书著作是

A.《肘后备急方》
B.《备急千金要方》
C.《千金翼方》
D.《外台秘要》
E.《太平圣惠方》",$B$,B,single_choice
"大多数生物碱的存在形式是 。

A.游离状态
B.有机酸盐
C.结合成苷
D.无机酸盐
E.N-氧化物",$B$,B,single_choice
"较易溶散，吸收、显效较快的剂型为 。

A.水蜜丸
B.蜡丸
C.水丸
D.蜜丸
E.糊丸",$C$,C,single_choice
"以下能破血行气、止痛的药物有

A.姜黄
B.五灵脂
	10

C.三棱
D.莪术
E.土鳖虫",$A$,A,single_choice
"崩漏辨证治疗的基本原则是

A.治崩三法
B.急则治其标，缓则治其本
C.辨证论治
D.补气摄血
E.或补肾，或扶脾，或疏肝",$B$,B,single_choice
"心悸阴虚火旺证可选用的中成药有

A.天王补心丸
B.朱砂安神丸
C.宁神补心片
D.安神补心丸
E.人参归脾丸",$A$,A,single_choice
"甘草在临床应用中的问题不包括 。

A.长期服用，能引起水肿和血压升高
B.过量服用可发生水肿、气喘、头痛，伴以高血压，肺水肿
C.老年患者过量服用可引发心源性哮喘
D.甘草次酸有降低基础代谢的趋势
E.甘草毒性甚低，有潴钾排钠作用",$E$,E,single_choice
"“言为心声”，语言错乱多属于心的病变。狂言患者，多表现为

A.神识昏糊，胡言乱语，声高有力
B.神志不清，语言重复，声音低弱
C.言语粗鲁，狂妄叫骂，失去理智
D.喃喃自语，语无对象，见人则止
E.语言错乱，语无伦次，笑骂不定",$A$,A,single_choice
"具有补脾益气，清热解毒，祛痰止咳，缓急止痛作用的辅料 。

A.甘草汁
B.米醋
C.黑豆汁
D.稻米
E.灶心土",$A$,A,single_choice
"治疗应首选的方剂是

A.薏苡仁汤
B.防风汤
C.乌头汤
D.白虎桂枝汤
E.独活寄生汤",$C$,C,single_choice
"《神农本草经》载药365种，将药物分为了上、中、下三品。其中

A.上品120种，中品120种，下品125种
B.上品120种，中品125种，下品120种
C.上品125种，中品120种，下品120种
D.上品115种，中品130种，下品120种
E.上品115种，中品120种，下品130种",$E$,E,single_choice
"可参考中医外科疾病乳癖来辨证论治的西医疾病是

A.急性化脓性乳腺炎
B.乳腺小叶增生
C.乳腺良性肿瘤
D.乳腺恶性肿瘤
E.乳腺癌",$B$,B,single_choice
"超量服用薄荷引起的不良反应主要是 。

A.过敏反应
B.中枢麻痹
C.神经毒性
D.胃肠道反应
E.肾脏损害",$B$,B,single_choice
"该证最有可能出现的舌象是

A.舌淡红
B.舌边有齿痕
C.舌红绛
D.舌红，苔黄
E.舌紫暗，有瘀点",$D$,D,single_choice
"某患者，高烧后，大便秘结不通，兼见口渴咽干、口唇干燥、小便短赤、舌红少津的症状，宜选用的药物是

A.通便灵胶囊
B.通便宁片
C.舟车丸
D.九制大黄丸
E.增液口服液",$E$,E,single_choice
"主治水停气滞所致的水肿的是

A.苁蓉通便口服液
B.舟车丸
C.尿毒清颗粒
D.通便宁片
E.麻仁胶囊",$B$,B,single_choice
"醋延胡索可能增强其止痛作用的原理是 。

A.醋酸能与游离的生物碱结合成盐，在水中溶解度增加
B.醋与生物碱结合在一起，防止其有效成分的丧失
C.醋酸与有效成分结合，减少对人体的毒副作用
D.醋能起到杀酶保苷的作用，增加疗效
E.醋可以杀灭微生物，保证用药的安全",$A$,A,single_choice
"患者近日食后出现脘腹胀满，呕吐酸腐，嗳气泛酸，大便秘结，舌苔厚腻，脉滑，应诊为

A.肝胃不和
B.胃热证
C.食滞胃脘
D.脾胃虚弱
E.胃阴虚证",$D$,D,single_choice
"治宜选用的方剂是

A.左归丸加减
B.右归丸加减
C.身痛逐瘀汤加减
D.四妙丸加减
E.甘姜苓术汤加减",$E$,E,single_choice
"耳鸣耳聋肝火上扰证可见

A.耳聋突然发生，如吹风音，昼夜不停，伴有发热恶寒，鼻塞流涕
B.耳聋突然发生，如闻潮声，时轻时重，多随情绪而波动
C.耳聋久发，耳鸣如蝉，昼夜不息，安静时尤甚，伴有腰膝酸软
D.耳聋日久，耳鸣声低，每遇疲劳加重，伴有倦怠乏力
E.耳鸣耳聋，耳内流脓，头晕头痛",$B$,B,single_choice
"粉刺胃肠湿热证，治宜选用的方剂是
	11
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台

A.二陈汤合桃红四物汤
B.茵陈蒿汤
C.枇杷清肺饮
D.防风通圣散
E.桂枝麻黄各半汤",$B$,B,single_choice
"大便不干，但排便困难，用力努挣则汗出短气，便后乏力，面白神疲，肢倦懒言，此属

A.气秘
B.冷秘
C.热秘
D.血秘
E.虚秘",$E$,E,single_choice
"治疗湿热瘀阻型痛经，应选方剂是

A.清热调血汤
B.清热固经汤
C.清血养阴汤
D.清经散
E.解毒活血汤",$A$,A,single_choice
"以下关于活血止痛散的注意事项，说法错误的是

A.脾胃虚弱者忌用
B.孕妇禁用
C.宜在饭后半小时服用
D.不宜大剂量使用
E.妇女月经期及哺乳期慎用",$A$,A,single_choice
"《本草经集注》是哪个朝代的代表作 。

A.隋朝
B.唐朝
C.宋元时期
D.魏晋南北朝
E.汉朝",$D$,D,single_choice
"轮伞花序腋生，花萼筒状，花冠二唇形的药材是 。

A.益母草
B.广藿香
C.荆芥
D.香薷
E.薄荷",$A$,A,single_choice
"利胆中成药胆乐胶囊应避免合用的中成药是

A.天麻丸
B.通宣理肺丸
C.胆宁片
D.苏合香丸
E.大活络丹",$D$,D,single_choice
"不属于三焦辨证的功效是 。

A.宣化上焦
B.芳化中焦
C.清利下焦
D.补气生津
E.温中散寒",$D$,D,single_choice
"中医应辨证为

A.寒邪客胃证
B.饮食伤胃证
C.肝气犯胃证
D.湿热中阻证
	39

E.脾胃虚寒证",$D$,D,single_choice
"不合理用药的主要表现有

A.给药剂量过大
B.用药时间过长
C.乱用贵重药品
D.违反用药禁忌
E.给药途径不适",$A$,A,single_choice
"精神抑郁，胸部闷塞，咽中如有物梗塞，咽之不下，咯之不出，多见于

A.郁证肝气郁结证
B.郁证痰气郁结证
C.郁证心神失养证
D.郁证肾精不足证
E.郁证心脾两虚证",$B$,B,single_choice
"用于肾虚不固所致的遗精滑泄、神疲乏力、四肢痠软、腰痠耳鸣，宜选用

A.缩泉丸
B.固本益肠片
C.固肠止泻丸
D.四神丸
E.金锁固精丸",$E$,E,single_choice
"有抗溶血作用的人参皂苷元是 。

A.A型人参皂苷
B.E型人参皂苷
C.D型人参皂苷
D.M型人参皂苷
E.B型人参皂苷",$A$,A,single_choice
"花色素及其苷元的颜色随pH不同而改变，一般显红色时的pH为 。

A.橙红色沉淀
B.黄色沉淀，加热后沉淀变为红色
C.棕色沉淀
D.类白色沉淀
E.绿色至棕黑色沉淀",$E$,E,single_choice
"祛风湿，治疗风寒湿痹宜选

A.防己
B.苍术
C.独活
D.威灵仙
E.香加皮",$B$,B,single_choice
"槲皮素属于 。

A.黄酮
B.黄酮醇
C.二氢黄酮
D.二氢黄酮醇
E.查耳酮",$B$,B,single_choice
"胆汁酸发生Pettenkofer反应的颜色是 。

A.蓝色
B.紫色
C.红色
D.绿色
E.黄色",$B$,B,single_choice
"具有清热解毒、止血功效的驱虫药是

A.槟榔
B.贯众
C.苦楝皮
D.鹤草芽
E.雷丸",$B$,B,single_choice
"放于热水中，水染成红色，加酸变成黄色的中药是 。

A.苏木
B.沉香
C.降香
D.钩藤
E.鸡血藤",$A$,A,single_choice
"以下能补益气血，可以用于治疗气血两虚的药物有

A.八珍颗粒
B.当归补血口服液
C.人参养荣丸
D.龟鹿二仙膏
E.十全大补丸",$A$,A,single_choice
"中风中经络风阳上扰证的治法是

A.祛风化痰通络
B.平肝潜阳，活血通络
C.豁痰息风，辛温开窍
D.化痰熄风，宣郁开窍
E.回阳救阴，益气固脱",$B$,B,single_choice
"在使用凉血止血和收敛止血药时

A.单纯止血
B.若有瘀血未尽，应酌加活血化瘀药
C.酌加活血化瘀药，以免留瘀
D.必须加活血化瘀药
E.以上说法均不正确",$B$,B,single_choice
