problem,solution,answer,problem_type
"说明鉴别下列化合物所用试剂，苯甲醛可发生的化学反应为 。

A.Molish反应(浓硫酸和α-萘酚)
B.三硝基苯酚试纸(苦味酸-碳酸钠)
C.丙酮加成反应
D.漂白粉显色反应
E.改良碘化铋钾",$B$,B,single_choice
"眩晕，耳鸣，头目胀痛，口苦，失眠多梦，遇烦劳、郁怒而加重，甚则仆倒，颜面潮红，急躁易怒，肢麻震颤，舌红苔黄，脉弦或数。证属

A.肝阳上亢证
B.气血亏虚证
C.痰湿中阻证
D.肾精不足证
E.瘀血阻窍证",$A$,A,single_choice
"半夏白术天麻汤主治:

A.肝阳偏亢的眩晕
B.气血亏虚的眩晕
C.风痰上扰的眩晕
D.肾精不足的眩晕",$C$,C,single_choice
"牛黄承气汤的药物组成是：

A.牛黄加大承气汤
B.牛黄加小承气汤
C.安宫牛黄丸加大承气汤
D.安宫牛黄丸加小承气汤
E.安宫牛黄丸加生大黄",$E$,E,single_choice
"津液亏虚证与燥证的区别是：（      ）

A.前者称津亏，后者称液耗
B.前者属内燥，后者属外燥
C.前者属阴虚，后者属血虚
D.前者伤津轻，后者伤津重
E.前者病势急，后者病势缓",$B$,B,single_choice
"既可用于肺热咳嗽，又可用于阴虚燥咳的药物是

A.石膏
B.知母
C.芦根
D.栀子",$B$,B,single_choice
"根 据 五 行 归 类 ， 肾 之 变 动 为

A.握
B.忧
C.哕
D.栗",$D$,D,single_choice
"可祛湿通窍的是

A.千柏鼻炎片
B.六神丸
C.鼻渊舒胶囊
D.藿胆丸
E.冰硼散",$C$,C,single_choice
"五脏有五华，则肺之华是

A.毛
B.发
C.爪
D.唇",$A$,A,single_choice
"下列药物在切制前应使用泡法进行水处理的是 。

A.石斛
B.瞿麦
C.三棱
D.防风
E.细辛",$C$,C,single_choice
"风温病恢复期证候多表现为：

A.肺热移肠
B.肺热发疹
C.腑实阴伤
D.肺胃阴伤
E.热陷心包",$D$,D,single_choice
"实寒证与虚寒证最主要的区别点是：（         ）

A.病程长短
B.病情缓急
C.脉之有有力无力
D.怕冷的新久
E.肢体痛与不痛",$C$,C,single_choice
"阳虚证的临床表现是

A.少气懒言，疲倦乏力
B.潮热盗汗，舌红少苔
C.面色苍白，唇色淡白
D.痛如针刺，固定不移
E.恶风自汗，畏寒肢冷",$E$,E,single_choice
"精血互生互化的依据是

A.肺肾同源
B.肝肾同源
C.脾肾同源
D.心肾同源",$B$,B,single_choice
"以下关于中药临方炮制的说法错误的是

A.中药临方炮制通常是指医师在开具中药处方时，根据药物性能和治疗需要，要求中药师遵医嘱临时将生品中药饮片进行炮制的操作过程
B.中药临方炮制是适应中医辨证施治用药需求发展而来的一项传统制药技术，是中药炮制的组成部分，是确保中药临床应用有效性和安全性的重要环节
C.中药饮片必须按照国家药品标准炮制，未按规定炮制的，应认定为假药
D.对市场上没有供应的中药饮片，医疗机构可以根据本医疗机构医师处方的需要，在本医疗机构内炮制、使用
E.根据临床用药需要，医疗机构可以凭本医疗机构医师的处方对中药饮片进行再加工",$C$,C,single_choice
"乙酸铅检识黄芩苷时，出现 。

A.二氢黄酮
B.5-羟基黄酮
C.3-羟基黄酮
D.7-羟基黄酮
E.异黄酮",$B$,B,single_choice
"大脉与洪脉为，

A.在部位上有浮与沉的不同
B.在气势上有力与无力的不同
C.同两者都有关
D.同两者都无关",$B$,B,single_choice
"湿浊内生的主要原因是

A.肾失气化
B.肺失宣肃
C.脾失运化
D.肝失疏泄",$C$,C,single_choice
"不属于水蛭性状特征的是 。

A.扁平纺锤形或长圆柱形，有多数环节
B.背部黑褐色或黑棕色，两侧棕黄色
C.第14～16环节为生殖带，习称“白颈”
D.两端各具1吸盘
E.质脆，易折断，断面胶质状",$C$,C,single_choice
"该病应属哪项脏腑功能失常所致

A.肝主疏泄
B.肺主治节
C.心主血脉
D.心主神志
E.脾主升清",$B$,B,single_choice
"下列选项中，属于三焦功能失司的病理变化是

A.水谷精微输布障碍
B.水谷受纳腐熟障碍
C.全身水液代谢障碍
D.糟粕传化排泄障碍",$C$,C,single_choice
"芦荟中具有抗癌、抗病毒、抗菌作用的成分是 。

A.芦荟大黄素
B.芦荟霉素
C.大黄素
D.大黄酸
E.芦荟酸",$B$,B,single_choice
"下列除哪项外均可归属于阳证：（         ）

A.面红目赤
B.疼痛喜按
C.心烦不宁
D.脉数有力
E.发热口苦",$B$,B,single_choice
"在《素问·刺热篇》中，右颊候：(    )

A.心
B.肝
C.肺
D.脾
E.肾",$C$,C,single_choice
"根据十二经脉流注次序,大肠经下交的经脉是

A.足太阳膀胱经
B.足少阳胆经
C.足厥阴肝经
D.足阳明胃经
E.手太阳小肠经",$D$,D,single_choice
"下列症候中，哪些是气虚证的证候

A.月经周期提前
B.产后恶露淋漓不尽
C.经量多，色淡质稠
D.舌淡，脉细数
E.神疲乏力",$A$,A,single_choice
"患者张某，男，27岁，聚餐后出现胃脘疼痛，胀满拒按，嗳腐吞酸，或呕吐不消化食物，其味腐臭，吐后痛减，不思饮食，大便不爽，得矢气及便后稍舒，舌苔厚腻，脉滑。治宜选用

A.大承气汤
B.小承气汤
C.藿香正气丸
D.半夏泻心汤
E.保和丸",$E$,E,single_choice
"中药五味子中所含五味子素的结构类型为 。

A.黄酮
B.二氢黄酮
C.异黄酮
D.黄酮醇
E.黄烷-3-醇",$C$,C,single_choice
"下列哪项能够鉴别心阳虚证和心阳虚脱证：(    )

A.是否面白神疲
B.有无肢厥脉
C.是否舌质淡白
D.有无心悸怔忡
E.有无形寒畏冷",$B$,B,single_choice
"关于当归，下列哪项是错误的

A.甘辛温润入肝心脾经
B.为调经要药
C.治湿阻，泄泻效佳
D.治痹痛麻木，痈疽疮疡
E.治血虚肠燥便秘",$C$,C,single_choice
"治疗病位在表的风寒表证，常选药性升浮的 。

A.薄荷
B.蝉衣
C.防风
D.蔓荆子
E.升麻",$C$,C,single_choice
"治疗痰气阻肺，咳嗽痰多、胸闷气急的是

A.橘贝半夏颗粒
B.二陈丸
C.半夏天麻丸
D.复方鲜竹沥液
E.消瘿丸",$A$,A,single_choice
"碱性磷酸酶（ALP）升高的疾病是

A.心肌梗死
B.急性胰腺炎
C.胸腔积液
D.骨骼疾病
E.肾盂肾炎",$A$,A,single_choice
"胆汁的生成源于

A.肝之余气
B.肺之宗气
C.心之营气
D.脾胃之精气",$A$,A,single_choice
"用雷氏铵盐溶液沉淀生物碱时，最佳条件是 。

A.碱性水溶液
B.酸性水溶液
C.中性水溶液
D.95％乙醇溶液
E.三氯甲烷",$B$,B,single_choice
"导痰汤是治疗哪一厥证的首选方剂是：

A.食厥
B.血厥
C.气厥
D.痰厥
E.暑厥",$D$,D,single_choice
"某女，28岁。月经不调半年有余，经血深红，偶有血块。经期常出现头晕眼花，心悸多梦，面色萎黄，手足发麻，口唇、爪甲色淡等症。且伴有大便秘结，舌淡，苔少，脉细涩等症。治宜选用的药是

A.当归
B.黄芪
C.防风
D.蒲黄
E.红花",$A$,A,single_choice
"温里药临床应用时，寒凝气滞者，配

A.解表药
B.行气药
C.化湿健脾药
D.温补脾肾药
E.大补元气药",$B$,B,single_choice
"被称为“生之本”的是

A.脾
B.肾
C.心
D.肺",$C$,C,single_choice
"普遍认为绿原酸和异绿原酸是金银花的主要有效成分，其药效作用主要是 。

A.抗炎
B.抗菌
C.降压
D.抗辐射
E.镇静和镇痛",$B$,B,single_choice
"下列关于双子叶植物根断面的叙述，错误的是 。

A.形成层环大多明显
B.外表常有栓皮
C.环内的木部较环外的皮部大
D.根有自中心向外的放射状结构，韧皮部尤为明显
E.中心常无髓",$D$,D,single_choice
"喘证的治疗原则中虚喘治疗应以肾为主，以培补摄纳，针对脏腑病机的不同分别采用哪些具体方法

A.温宣
B.补肺
C.益气
D.温阳
E.纳肾",$C$,C,single_choice
"三七的气味为 。

A.气微，味苦回甜
B.气微，味酸
C.气微，味辛
D.气芳香，味苦
E.气芳香，味苦回甜",$A$,A,single_choice
"下列血证的护理中正确的是

A.保持病室环境的安静，卧床休息，避免疲劳，减少不良刺激
B.保持大便通畅，勿怒责，便秘者可用大黄～g泡服
C.鼻衄者，应注意保持病室通风干燥，平时不要抠挖鼻孔
D.注意口腔卫生，平时可经常以银花甘草液漱口，每日次，保持口腔清洁
E.齿衄患者牙刷宜软、细、密，刷牙方法正确，不宜过分用力，防止损伤牙龈",$A$,A,single_choice
"病情观察的主要内容包括以下哪些方面

A.观察病人的症状、体征及身体状况、精神面貌等
B.原有症状减轻或加重的程度
C.苔脉的变化情况
D.精神状态、食欲的观察
E.病人用药后的疗效及反应",$A$,A,single_choice
"主治是风热上攻、肺胃热盛所致的乳蛾、喉痹、口糜的是

A.复方鱼腥草片
B.桂林西瓜霜
C.冰硼散
D.锡类散
E.黄氏响声丸",$B$,B,single_choice
"妇科十味片除了养血舒肝，还可

A.通经消癥
B.滋阴清热
C.调经止痛
D.调经止带
E.理气活血",$C$,C,single_choice
"一老人大病后出现便秘，虽有便意，临厕是努挣乏力，难以排出，便质并不干结，伴后汗出乏力，气短神疲，舌质淡，苔薄白，脉细弱。治疗首选方剂是：

A.济川煎
B.黄芪汤
C.六磨汤
D.麻子仁丸
E.大承气汤",$B$,B,single_choice
"肺主一身之气体现在

A.吸入清气
B.宣发卫气
C.生成宗气和调节气机
D.助心行血",$C$,C,single_choice
"耳鸣耳聋脾胃虚弱证可见

A.耳聋突然发生，如吹风音，昼夜不停，伴有发热恶寒，鼻塞流涕
B.耳聋突然发生，如闻潮声，时轻时重，多随情绪而波动
C.耳聋久发，耳鸣如蝉，昼夜不息，安静时尤甚，伴有腰膝酸软
D.耳聋日久，耳鸣声低，每遇疲劳加重，伴有倦怠乏力
E.耳鸣耳聋，耳内流脓，头晕头痛",$D$,D,single_choice
"根据《素问》，女子“面始焦，发始堕，面始白”与哪条经脉有关

A.太阴脉衰
B.少阴脉衰
C.阳明脉衰
D.少阳脉衰",$C$,C,single_choice
"具有收敛止汗功效的是

A.麻黄根
B.罂粟壳
C.金樱子
D.覆盆子
E.芡实",$A$,A,single_choice
"与《素问·调经论》“有余则笑不休、不足则悲”相关的是

A.心气
B.宗气
C.心阴
D.心神
E.心阳",$D$,D,single_choice
"与碱作用发生开环的化合物是 。

A.厚朴酚
B.麻黄素
C.大黄素
D.紫草素
E.紫花前胡素",$E$,E,single_choice
"最易溶于NaHCO3碱液中的黄酮类化合物是 。

A.7，4’-二羟基黄酮
B.5-羟基黄酮
C.3’-羟基黄酮
D.7-羟基黄酮
E.4’-羟基黄酮",$A$,A,single_choice
"生肌玉红膏的功能有

A.解毒
B.生津
C.祛腐
D.生肌
E.活血",$A$,A,single_choice
"患儿，3岁。体重13kg，自人幼儿园2个月来，食欲不振，面色少华，偶尔多食后则脘腹饱胀，恶心，精神尚可，二便调，舌苔薄腻。其治法是

A.消食导滞，理气行滞
B.健脾益气，开胃助运
C.滋脾养胃，佐以助运
D.疏肝开郁，理气助运
E.调和脾胃，运脾开胃",$E$,E,single_choice
"桃核承气汤的组成中有：

A.当归川芎.炮姜
B.桃仁红花.炮姜
C.大黄芒硝.桂枝
D.桂枝芍药.丹皮
E.茯苓泽泻.桂枝",$B$,B,single_choice
"阳中求阴适用于

A.实热证
B.阴阳两虚证
C.实寒证
D.虚热证
E.虚寒证",$D$,D,single_choice
"下列哪项不是导致虚证的常见原因：（         ）

A.先天禀赋不足
B.病中耗损过多
C.房事劳倦太过
D.情志失于调摄
E.后天生化不足",$D$,D,single_choice
"症见恶寒发热，头痛，干咳少痰，手足心热，宜选用的治法是

A.辛凉解表法
B.透疹解表法
C.益气解表法
D.滋阴解表法
E.助阳解表法",$C$,C,single_choice
"具有温中祛寒，补气健脾功用的方剂是：

A.桂枝人参汤
B.吴茱萸汤
C.大建中汤
D.理中丸
E.小建中汤",$D$,D,single_choice
"下列哪一项不是以部位命名的外科疾病

A.乳痈
B.子痈
C.对口痈
D.人中疔",$C$,C,single_choice
"精、气、血、津液各自的新陈代 谢及相互转化的作用称

A.气化作用
B.防御作用
C.固摄作用
D.推动作用
E.营养作用",$A$,A,single_choice
"以下关于小活络丸的描述正确的有

A.含有大毒的制川乌、制草乌
B.孕妇禁用
C.可能会引起心律失常、药疹、急性胃黏膜出血
D.阴虚有热者慎用
E.脾胃虚弱者慎用",$A$,A,single_choice
"肝火犯胃证。胁肋疼痛，嘈杂吞酸，呕吐口苦，舌红苔黄，脉弦数。治宜选用

A.清胃散
B.左金丸
C.龙胆泻肝汤
D.香连丸
E.逍遥丸",$B$,B,single_choice
"治痰涎壅盛之气喘咳嗽可用

A.莱菔子
B.神曲
C.山楂
D.麦芽
E.谷芽",$A$,A,single_choice
"《补注黄帝内经素问》的作者是：

A.王冰
B.杨上善
C.张景岳
D.全元起
E.高士宗",$A$,A,single_choice
"实喘的治疗原则是

A.化痰平喘
B.祛邪利气
C.降气平喘
D.降气化痰
E.培补摄纳",$B$,B,single_choice
"根据《灵枢 · 经脉》足太阴经的 经气逆乱可导致

A.腹胀便秘
B.消谷善饥
C.头晕头痛
D.霍乱吐泄",$D$,D,single_choice
"神在全身皆有表现，但却突出地表现于：(    )

A.目光
B.面色
C.神志
D.脉象
E.形态",$A$,A,single_choice
"具有酚羟基可溶于氢氧化钠等强碱性溶液的生物碱是 。

A.樟柳碱
B.莨菪碱
C.乌头碱
D.咖啡碱
E.小檗碱",$B$,B,single_choice
"《素问·四气调神大论》春夏养阳秋冬养阴观点是:

A.春夏顺其生，秋冬顺其藏
B.阳为阴根
C.春阳外盛
D.应养内虚阳
E.顺其气",$A$,A,single_choice
"羚羊角正品药材的动物来源是 。

A.鹅喉羚羊
B.长尾黄羊
C.藏羚羊
D.赛加羚羊
E.黄羊",$D$,D,single_choice
"清心安神，治虚烦惊悸、精神恍惚宜选

A.桑椹
B.玉竹
C.百合
D.墨旱莲
E.石斛",$C$,C,single_choice
"患者尿中带血，小便频数，赤涩热痛，舌红脉数，治宜用（ ）

A.黄土汤
B.导赤散
C.八正散
D.小蓟饮子
E.清心莲子饮",$D$,D,single_choice
"交接于足小趾端两条经脉是

A.足少阳经与足厥阴经
B.足太阴经与手少阴经
C.足阳明经与足太阴经
D.足太阳经与足少阴经",$D$,D,single_choice
"以下病因中，属于血证主要病因的是

A.感受外邪
B.情志过极
C.饮食不节
D.劳倦过度
E.体虚久病",$A$,A,single_choice
"京大戟与红大戟的共同功效有

A.泻下冷积
B.泻水逐饮
C.消肿散结
D.祛痰利咽
E.破血消癥",$B$,B,single_choice
"在疾病过程中，患者唯感有热而没有寒象，同时怕热，此类症状多属热证的表现。湿温潮热的典型症状是

A.高热不退，不恶寒反恶热
B.午后发热，兼有盗汗、口咽干燥
C.午后热甚，身热不扬
D.日晡潮热，兼有腹满痛拒按
E.长期低热，食少乏力",$A$,A,single_choice
"肺病及脾的五行传变是

A.子病犯母
B.相侮
C.相克
D.母病及子
E.相乘",$A$,A,single_choice
"盐炙能增强补肝肾作用的药物是 。

A.知母、黄柏
B.杜仲、巴戟天
C.砂仁、小茴香
D.荔枝核、桔核
E.车前子、泽泻",$B$,B,single_choice
"《中国药典》采用高效液相色谱法测定药材中补骨脂素和异补骨脂素的总含量不得少于 。

",$A$,A,single_choice
"“十八已上为少，六岁已上为小”这句话最早出自哪里？

A.《黄帝内经》
B.《灵枢·卫气失常》
C.《伤寒杂病论》
D.《诸病源候论》",$B$,B,single_choice
"以下脾肺兼治的药物有

A.参苓白术颗粒
B.启脾丸
C.六君子丸
D.薯蓣丸
E.补中益气丸",$A$,A,single_choice
"下面异常舌态，哪一种是中风或中风先兆：(    )

A.歪斜舌
B.痿软舌
C.短缩舌
D.纵舌
E.强硬舌",$A$,A,single_choice
"小儿生长发育最快的时期是

A.新生儿期
B.婴儿期
C.幼儿期
D.学龄前期
E.学龄期",$B$,B,single_choice
"以下不属于炮制类药材的是

A.酒蒸大黄
B.醋柴胡
C.马蹄决明
D.蜜炙麻黄
E.炒山药",$C$,C,single_choice
"“消渴”下消临床表现突出的症状是

A.消谷善饥
B.烦躁不安
C.身体消瘦
D.烦渴引饮
E.尿频量多",$E$,E,single_choice
"患者，女，35岁。近两日头痛发热，汗出恶风，鼻鸣干呕，苔白不渴，脉浮缓。宜选用

A.败毒散
B.桂枝汤
C.玉屏风散
D.麻黄汤
E.再造散",$B$,B,single_choice
"可以治疗神经衰弱的是

A.天王补心丸
B.柏子养心丸
C.养血安神丸
D.枣仁安神液
E.朱砂安神丸",$D$,D,single_choice
"臁疮的基本病机为

A.气虚血淤
B.瘀阻脉络
C.筋脉横解
D.气滞血瘀",$B$,B,single_choice
"“消渴”上消临床表现突出的症状是

A.消谷善饥
B.烦躁不安
C.身体消瘦
D.烦渴引饮
E.尿频量多",$D$,D,single_choice
"肾炎四味片的功能是

A.清热利尿，补气健脾
B.益气养阴，健脾补肾
C.平肝潜阳，镇心安神
D.清热解毒，利湿通淋
E.清热利水，通淋排石",$A$,A,single_choice
"《素问·生气通天论》烦劳则张，精厥的病机是:

A.煎厥
B.大厥
C.薄厥
D.气厥
E.寒厥",$A$,A,single_choice
"治水肿、臌胀、胸肋停饮及痰饮喘满应使用

A.温里药
B.利水渗湿药
C.攻下药
D.止咳化痰药
E.峻下逐水药",$E$,E,single_choice
"功能是补肾纳气，涩精止遗的是

A.七味都气丸
B.固本咳喘片
C.蛇胆川贝散
D.人参保肺丸
E.蛤蚧定喘胶囊",$A$,A,single_choice
"神的物质基础是：(    )

A.气
B.血
C.津液
D.精气
E.营气",$C$,C,single_choice
"一痢疾患者，表现为：腹痛拘急，痢下赤白脓血，里急后重，赤多白少，或纯为赤冻，肛门灼热，小便短赤，口渴发热，舌质红，舌苔微黄腻，脉滑数。治疗首选方剂是：

A.不换金正气散
B.桃花汤
C.附子理中汤
D.芍药汤
E.胃苓汤",$D$,D,single_choice
"脾气虚证月经先期的首选方是

A.清热固经汤
B.龙胆泻肝汤
C.固阴煎
D.清经散
E.补中益气汤",$E$,E,single_choice
"关于穴位注射，以下哪种说法是错误的

A.它是将针刺对腧穴的刺激作用和药物的药理作用结合在一起，发挥治疗作用
B.应注意药物的毒副作用及过敏反应，副作用大或者刺激性强的药物应慎用
C.内有重要脏器的部位不宜针刺过深，以免刺伤内脏
D.患者若有触电感，是得气的表现，可以注入药物",$D$,D,single_choice
"雷丸的功效是

A.杀虫消积
B.行气利水
C.杀虫疗癣
D.润肠通便
E.润肺止咳",$A$,A,single_choice
"导致心无所倚、神无所归、虑无所定的病机是

A.惊则气乱
B.恐则气下
C.悲则气消
D.喜则气缓",$A$,A,single_choice
"指出下列糖的类型，α-L-鼠李糖 。

A.氧苷
B.硫苷
C.氰苷
D.三糖苷
E.二糖苷",$E$,E,single_choice
"积是：（    ）

A.心下按之硬而痛
B.心下满，按之柔软无压痛
C.腹内有块，按之坚硬，推之不移，痛有定处
D.肿块时聚时散，或按之无形，痛无定处
E.腹有结聚，按之硬，可移动聚散的",$C$,C,single_choice
"患者素体虚弱，自汗易感冒，近2年呼吸困难，活动则气喘，呼多吸少。诊为：

A.肺气虚弱
B.脾气虚弱
C.肺失宣肃
D.肾不纳气
E.肺肾气虚",$D$,D,single_choice
"肝阳上亢的头痛特点是(    )

A.刺痛
B.胀痛
C.重痛
D.空痛
E.酸痛",$B$,B,single_choice
"不与生物碱沉淀试剂反应 。

A.氮阳离子和0H-以离子键形式结合
B.空间效应
C.氢键效应
D.N为酰胺型
E.氮原子杂化方式不同",$C$,C,single_choice
"干咳少痰，甚则咯血，伴胸胁灼痛，头晕目赤，证属：(    )

A.风热犯肺
B.燥邪犯肺
C.肝火犯肺
D.热邪壅肺
E.肺阴虚",$E$,E,single_choice
"人参主产地是 。

A.浙江
B.福建
C.河南
D.吉林
E.云南",$D$,D,single_choice
"水肿先从头面肿起，起病急骤，兼见发热恶寒可以诊断为：(    )

A.风湿犯表证
B.脾肾阳虚证
C.寒湿困脾证
D.风水相搏证
E.湿溢肌表证",$C$,C,single_choice
"西红花的来源是 。

A.菊科植物红花的干燥花序
B.菊科植物番红花的干燥花序
C.鸢尾科植物番红花的干燥柱头
D.鸢尾科植物红花的干燥柱头
E.鸢尾科植物番红花的干燥花序",$C$,C,single_choice
"肺痿病最具代表性的症状是：

A.咳嗽胸痛
B.咳吐脓血
C.咳吐浊唾涎沫
D.咳吐黄痰
E.口干咽燥",$C$,C,single_choice
"以下对罂粟壳的使用和管理规定说法正确的是

A.配方调配不得单包
B.在中药市场禁止销售
C.用量一般在3～6g
D.严格凭医生处方使用
E.处方保存三年备查",$A$,A,single_choice
"血余炭的功效有

A.止痛
B.凉血
C.利尿
D.止血
E.收敛化瘀",$C$,C,single_choice
"下列哪项不是亡阳证的典型表现：（         ）

A.冷汗质稀
B.肢厥肤冷
C.呼吸气微
D.面赤如妆
E.脉微欲绝",$D$,D,single_choice
"阴阳偏衰的治疗原则有

A.补其不足
B.实者泻之
C.虚则补之
D.损者益之
E.损其有余",$A$,A,single_choice
"病人在服药或用药期间，对某些食物不宜同时进服，称为服药禁忌，即通常所说的“忌口”。以下有关饮食禁忌的说法，错误的是

A.服镇静安神药时,忌食辛辣、酒、浓茶等刺激和兴奋中枢神经的食物
B.肾炎病人及水肿病人不能吃咸，否则会使病情加重
C.患哮喘、过敏性皮炎、肝炎、疮疖等病人，在服药时，不能吃鸡、羊、猪头肉、鱼、蟹、虾、韭菜、发菜等食品
D.服人参吃白萝卜，就会减低甚至消除人参的补气作用
E.服茯苓等祛湿药时要忌饮茶，高热患者忌食过咸的食物",$E$,E,single_choice
"八纲辨证中，虚实主要辨析的是

A.疾病部位
B.病势趋向
C.邪正盛衰
D.疾病性质
E.疾病传变",$E$,E,single_choice
"能收敛固涩的药是

A.磁石
B.朱砂
C.琥珀
D.龙骨
E.代赭石",$B$,B,single_choice
"大黄不具有的功效是

A.活血化瘀
B.利尿通淋
C.泻下攻积
D.清热泻火
E.凉血解毒",$B$,B,single_choice
"治风寒束表咳嗽宜用

A.通宣理肺丸
B.养阴清肺膏
C.蛇胆川贝散
D.杏苏止咳颗粒
E.苏子降气丸",$A$,A,single_choice
"能疏肝，治疗肝气郁结，肝胃不和的是

A.神曲
B.稻芽
C.莱菔子
D.鸡内金
E.麦芽",$E$,E,single_choice
"下列化合物中酸性最弱的是 。

A.2’-羟基黄酮
B.7-羟基黄酮
C.7，4′-二羟基黄酮
D.8-羟基黄酮
E.5-羟基黄酮",$E$,E,single_choice
"肝经实火上炎及肝经湿热下注证。治宜选用

A.泻青丸
B.龙脑丸
C.龙胆泻肝汤
D.大柴胡汤
E.泻白散",$C$,C,single_choice
"蟾酥中蟾毒配基含量占药材总量的 。

A.5％～20％
B.15％～25％
C.15％～20％
D.15％～30％
E.10％～20％",$C$,C,single_choice
"痫病休止期脾虚痰盛型，治疗首选方剂是：

A.龙胆泻肝丸
B.大补元煎
C.黄连温胆汤
D.六君子汤
E.五生饮",$D$,D,single_choice
"腻苔的特征是：(    )

A.苔质疏松粗大而厚
B.舌苔水滑
C.苔质细腻致密
D.苔质颗粒不清
E.以上都不是",$C$,C,single_choice
"小青龙胶囊的组成不包括

A.麻黄
B.桂枝
C.干姜
D.白术
E.五味子",$D$,D,single_choice
"荔枝核除行气散结外，又能

A.燥湿化痰
B.开郁醒脾
C.通阳散结
D.祛寒止痛
E.解毒消肿",$D$,D,single_choice
"下列有关提净法叙述不正确的是 。

A.使药物纯净
B.适宜于矿物药
C.只能用水，不可加其他辅料
D.可缓和药性，降低毒性
E.需经过溶解、过滤、重结晶处理",$C$,C,single_choice
"可参考中医外科疾病乳癖来辨证论治的西医疾病是

A.急性化脓性乳腺炎
B.乳腺小叶增生
C.乳腺良性肿瘤
D.乳腺恶性肿瘤
E.乳腺癌",$B$,B,single_choice
"不属真人养脏汤药组的是（ ）

A.人参
B.五味子
C.白芍
D.当归
E.木香",$B$,B,single_choice
"欲察疾病之寒热性质，首察：(    )

A.三关部位
B.络脉形状
C.络脉色泽
D.络脉浮沉
E.以上都不是",$C$,C,single_choice
"玉泉丸除可清热养阴外，还可

A.生津止渴
B.滋肾养肝
C.温补气血
D.固本培元
E.补肾益肺",$A$,A,single_choice
"雄黄不具有的功效是

A.解毒
B.杀虫
C.止血
D.燥湿祛痰
E.截疟定惊",$C$,C,single_choice
"下列化合物中，按碱性强弱顺序排列正确的是 。

A.季铵碱＞脂杂环生物碱＞酰胺＞芳香胺
B.季铵碱＞脂杂环生物碱＞芳香胺＞酰胺
C.脂杂环生物碱＞季铵碱＞芳香胺＞酰胺
D.季铵碱＞芳香胺＞脂杂环生物碱＞酰胺
E.脂杂环生物碱＞酰胺＞芳香胺＞季铵碱",$B$,B,single_choice
"固经丸的君药有

A.香附
B.龟甲
C.白芍
D.关黄柏
E.黄芩",$B$,B,single_choice
"舌诊中反映疾病寒热性质的是：(    )

A.苔色的变化
B.舌苔的多少
C.苔质的润燥
D.苔垢的腐腻
E.舌质颜色的变化",$E$,E,single_choice
"炒王不留行的火力是 。

A.中火
B.大火
C.小火
D.武火
E.文火",$A$,A,single_choice
"“益火之源，以消阴翳”属于

A.阴中求阳
B.阳病治阴
C.阴病治阳
D.阳中求阴",$C$,C,single_choice
"莪术的炮制方法为 。

A.酒炙
B.醋炙
C.蜜炙
D.盐炙
E.姜炙",$B$,B,single_choice
"元气流行的通道是

A.命门
B.血脉
C.三焦
D.膻中",$C$,C,single_choice
"测量头围方法正确的是

A.自双眉弓上缘处
B.自双眉弓下缘处
C.经过枕骨结节
D.绕头一周的长度
E.经过枕骨绕头一周的长度",$A$,A,single_choice
"半枝莲抗肿瘤属于 。

A.对因功效
B.对证功效
C.对症功效
D.对现代病症功效
E.对脏腑辨证功效",$D$,D,single_choice
"易变色的中药饮片是

A.芫花
B.辛夷
C.密蒙花
D.旋覆花
E.金银花",$E$,E,single_choice
"风邪致病具有发病急、变化快的特点，主要与其哪种性质相关

A.风为阳邪
B.风性轻扬
C.风性善行
D.风性数变",$D$,D,single_choice
"肝在体为

A.肉
B.筋
C.皮
D.骨
E.脉",$B$,B,single_choice
"与人体生长、发育和生殖功能关系最为密切的是

A.肾主封藏
B.心主血脉
C.脾主运化
D.肝主疏泄",$A$,A,single_choice
"根茎呈结节状，皮部易剥落，露出黄红色木部。气微，味微苦，久嚼刺舌的药材是 。

A.巴戟天
B.续断
C.茜草
D.石菖蒲
E.射干",$C$,C,single_choice
"妇人有癥积而漏下不止当用：

A.桂枝茯苓丸
B.胶艾汤
C.当归散
D.当归芍药散
E.白术散",$A$,A,single_choice
"凉开方剂中长于熄风止痉者是：

A.至宝丹
B.安宫牛黄丸
C.行军散
D.紫雪
E.牛黄清心丸",$D$,D,single_choice
"金钱草的主治不包括

A.湿热黄疸
B.肝胆结石
C.口舌生疮
D.热毒疮肿
E.毒蛇咬伤",$C$,C,single_choice
"最易导致“着痹”的邪气是

A.风邪
B.寒邪
C.湿邪
D.燥邪",$C$,C,single_choice
"“夺血者无汗”所说明的生理关系是

A.气与血
B.气与津
C.血与津
D.精与津",$C$,C,single_choice
"在气的生成过程中，尤为重要的是

A.肺的呼吸功能
B.脾胃运化功能
C.肾的闭藏功能
D.肺肾协调功能
E.心的主血功能",$B$,B,single_choice
"饮片加氢氧化钠试液数滴，栓皮部即呈橙红色，渐变为血红色，久置不消失的是 。

A.甘草
B.南板蓝根
C.苦参
D.山豆根
E.葛根",$C$,C,single_choice
"麻杏石甘汤主治:

A.风寒表证
B.肺热咳喘证
C.痰热咳喘证
D.寒饮咳喘证",$B$,B,single_choice
"精神抑郁，胸部闷塞，咽中如有物梗塞，咽之不下，咯之不出，多见于

A.郁证肝气郁结证
B.郁证痰气郁结证
C.郁证心神失养证
D.郁证肾精不足证
E.郁证心脾两虚证",$B$,B,single_choice
